1n8zOut_sample_128_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1548.295
1n8zOut_sample_156_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1467.653
1n8zOut_sample_171_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1584.152
1n8zOut_sample_162_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1557.139
1n8zOut_sample_129_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1528.709
1n8zOut_sample_145_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1396.575
1n8zOut_sample_146_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1639.828
1n8zOut_sample_120_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1566.054
1n8zOut_sample_102_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1560.337
1n8zOut_sample_181_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1466.923
1n8zOut_sample_103_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1615.049
1n8zOut_sample_137_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1567.309
1n8zOut_sample_136_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1613.231
1n8zOut_sample_195_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1531.327
1n8zOut_sample_169_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1675.264
1n8zOut_sample_182_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1581.972
1n8zOut_sample_18_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1550.887
1n8zOut_sample_111_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1551.905
1n8zOut_sample_142_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1515.722
1n8zOut_sample_148_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1563.457
1n8zOut_sample_194_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1574.033
1n8zOut_sample_16_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1566.138
1n8zOut_sample_186_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1623.464
1n8zOut_sample_149_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1573.972
1n8zOut_sample_159_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1515.036
1n8zOut_sample_183_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1544.857
1n8zOut_sample_189_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1530.723
1n8zOut_sample_143_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1487.036
1n8zOut_sample_147_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1548.345
1n8zOut_sample_208_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1580.696
1n8zOut_sample_165_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1528.008
1n8zOut_sample_163_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1507.689
1n8zOut_sample_176_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1555.662
1n8zOut_sample_135_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1516.532
1n8zOut_sample_161_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1567.694
1n8zOut_sample_178_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1677.773
1n8zOut_sample_177_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1512.563
1n8zOut_sample_209_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1572.783
1n8zOut_sample_1_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1496.94
1n8zOut_sample_188_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1617.785
1n8zOut_sample_185_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1632.678
1n8zOut_sample_19_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1568.781
1n8zOut_sample_232_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1575.7
1n8zOut_sample_158_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1597.323
1n8zOut_sample_157_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1527.681
1n8zOut_sample_234_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1476.851
1n8zOut_sample_211_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1555.142
1n8zOut_sample_210_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1624.296
1n8zOut_sample_184_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1706.054
1n8zOut_sample_217_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1556.779
1n8zOut_sample_196_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1534.642
1n8zOut_sample_230_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1632.345
1n8zOut_sample_233_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1562.125
1n8zOut_sample_200_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1531.167
1n8zOut_sample_252_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1569.119
1n8zOut_sample_15_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1591.703
1n8zOut_sample_20_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1573.084
1n8zOut_sample_141_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1510.317
1n8zOut_sample_250_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1615.885
1n8zOut_sample_179_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1490.866
1n8zOut_sample_213_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1595.275
1n8zOut_sample_231_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1650.325
1n8zOut_sample_216_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1604.409
1n8zOut_sample_180_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1531.401
1n8zOut_sample_199_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1420.141
1n8zOut_sample_218_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1500.252
1n8zOut_sample_212_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1556.5
1n8zOut_sample_17_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1660.36
1n8zOut_sample_273_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1635.988
1n8zOut_sample_160_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1548.978
1n8zOut_sample_187_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1590.042
1n8zOut_sample_203_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1587.63
1n8zOut_sample_131_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1565.816
1n8zOut_sample_130_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1616.593
1n8zOut_sample_12_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1572.21
1n8zOut_sample_222_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1625.768
1n8zOut_sample_206_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1579.838
1n8zOut_sample_270_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1627.49
1n8zOut_sample_269_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1555.423
1n8zOut_sample_271_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1556.717
1n8zOut_sample_198_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1583.351
1n8zOut_sample_26_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1507.177
1n8zOut_sample_219_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1552.051
1n8zOut_sample_259_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1562.759
1n8zOut_sample_202_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1545.318
1n8zOut_sample_272_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1581.825
1n8zOut_sample_172_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1590.871
1n8zOut_sample_173_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1515.835
1n8zOut_sample_174_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1451.25
1n8zOut_sample_175_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1697.055
1n8zOut_sample_263_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1537.461
1n8zOut_sample_192_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1596.01
1n8zOut_sample_193_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1631.281
1n8zOut_sample_264_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1494.426
1n8zOut_sample_134_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1416.711
1n8zOut_sample_197_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1551.542
1n8zOut_sample_132_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1541.272
1n8zOut_sample_331_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1498.001
1n8zOut_sample_253_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1450.134
1n8zOut_sample_268_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1539.828
1n8zOut_sample_27_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1529.68
1n8zOut_sample_267_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1606.157
1n8zOut_sample_221_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1599.038
1n8zOut_sample_282_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1509.34
1n8zOut_sample_220_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1584.516
1n8zOut_sample_277_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1663.052
1n8zOut_sample_330_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1558.737
1n8zOut_sample_255_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1594.206
1n8zOut_sample_207_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1565.062
1n8zOut_sample_21_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1704.219
1n8zOut_sample_225_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1551.542
1n8zOut_sample_244_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1724.11
1n8zOut_sample_226_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1642.787
1n8zOut_sample_278_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1570.667
1n8zOut_sample_223_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1559.149
1n8zOut_sample_265_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1606.465
1n8zOut_sample_227_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1687.987
1n8zOut_sample_280_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1660.208
1n8zOut_sample_190_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1507.524
1n8zOut_sample_260_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1548.582
1n8zOut_sample_240_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1583.523
1n8zOut_sample_133_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1574.244
1n8zOut_sample_285_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1539.809
1n8zOut_sample_25_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1587.912
1n8zOut_sample_224_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1475.86
1n8zOut_sample_261_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1625.658
1n8zOut_sample_236_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1551.081
1n8zOut_sample_238_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1691.54
1n8zOut_sample_360_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1542.031
1n8zOut_sample_288_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1602.814
1n8zOut_sample_246_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1562.113
1n8zOut_sample_24_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1534.341
1n8zOut_sample_36_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1631.281
1n8zOut_sample_299_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1570.73
1n8zOut_sample_205_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1583.141
1n8zOut_sample_303_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1416.943
1n8zOut_sample_441_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1612.996
1n8zOut_sample_413_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1478.655
1n8zOut_sample_324_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1537.755
1n8zOut_sample_300_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1536.795
1n8zOut_sample_2_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1541.053
1n8zOut_sample_357_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1532.417
1n8zOut_sample_304_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1545.099
1n8zOut_sample_400_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1573.161
1n8zOut_sample_307_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1629.831
1n8zOut_sample_301_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1494.154
1n8zOut_sample_306_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1545.786
1n8zOut_sample_308_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1551.683
1n8zOut_sample_302_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1598.661
1n8zOut_sample_281_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1721.052
1n8zOut_sample_305_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1647.314
1n8zOut_sample_191_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1593.396
1n8zOut_sample_361_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1557.169
1n8zOut_sample_283_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1542.842
1n8zOut_sample_23_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1548.864
1n8zOut_sample_241_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1521.18
1n8zOut_sample_382_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1550.885
1n8zOut_sample_395_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1634.079
1n8zOut_sample_432_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1576.294
1n8zOut_sample_339_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1567.488
1n8zOut_sample_251_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1629.499
1n8zOut_sample_333_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1536.199
1n8zOut_sample_341_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1565.565
1n8zOut_sample_370_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1597.054
1n8zOut_sample_201_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1594.913
1n8zOut_sample_22_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1584.792
1n8zOut_sample_340_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1594.703
1n8zOut_sample_411_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1560.946
1n8zOut_sample_379_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1596.746
1n8zOut_sample_354_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1403.14
1n8zOut_sample_313_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1638.664
1n8zOut_sample_298_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1604.183
1n8zOut_sample_343_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1623.823
1n8zOut_sample_32_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1589.019
1n8zOut_sample_401_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1530.518
1n8zOut_sample_402_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1558.636
1n8zOut_sample_364_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1584.953
1n8zOut_sample_358_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1539.068
1n8zOut_sample_353_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1543.634
1n8zOut_sample_284_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1550.542
1n8zOut_sample_334_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1532.63
1n8zOut_sample_335_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1523.303
1n8zOut_sample_292_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1523.511
1n8zOut_sample_247_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1638.084
1n8zOut_sample_31_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1575.069
1n8zOut_sample_289_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1550.03
1n8zOut_sample_41_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1637.087
1n8zOut_sample_228_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1515.491
1n8zOut_sample_442_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1545.63
1n8zOut_sample_239_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1621.004
1n8zOut_sample_43_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1601.082
1n8zOut_sample_215_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1496.499
1n8zOut_sample_262_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1514.54
1n8zOut_sample_425_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1592.675
1n8zOut_sample_436_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1542.026
1n8zOut_sample_342_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1553.011
1n8zOut_sample_356_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1565.966
1n8zOut_sample_286_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1443.629
1n8zOut_sample_34_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1524.417
1n8zOut_sample_349_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1643.57
1n8zOut_sample_204_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1619.649
1n8zOut_sample_476_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1542.542
1n8zOut_sample_317_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1614.119
1n8zOut_sample_35_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1525.12
1n8zOut_sample_440_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1474.517
1n8zOut_sample_287_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1541.393
1n8zOut_sample_29_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1563.098
1n8zOut_sample_337_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1539.215
1n8zOut_sample_474_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1516.812
1n8zOut_sample_475_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1584.865
1n8zOut_sample_345_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1487.314
1n8zOut_sample_385_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1531.564
1n8zOut_sample_359_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1476.875
1n8zOut_sample_245_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1452.025
1n8zOut_sample_371_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1586.228
1n8zOut_sample_229_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1504.178
1n8zOut_sample_249_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1643.705
1n8zOut_sample_396_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1664.305
1n8zOut_sample_397_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1588.791
1n8zOut_sample_434_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1546.472
1n8zOut_sample_237_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1565.821
1n8zOut_sample_276_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1549.119
1n8zOut_sample_418_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1536.929
1n8zOut_sample_414_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1504.468
1n8zOut_sample_332_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1577.607
1n8zOut_sample_415_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1485.925
1n8zOut_sample_254_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1573.436
1n8zOut_sample_338_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1565.966
1n8zOut_sample_484_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1589.679
1n8zOut_sample_473_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1663.531
1n8zOut_sample_257_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1555.606
1n8zOut_sample_39_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1546.263
1n8zOut_sample_417_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1583.49
1n8zOut_sample_378_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1514.667
1n8zOut_sample_390_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1534.157
1n8zOut_sample_293_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1466.715
1n8zOut_sample_248_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1555.785
1n8zOut_sample_439_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1514.405
1n8zOut_sample_350_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1574.862
1n8zOut_sample_290_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1476.512
1n8zOut_sample_375_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1586.479
1n8zOut_sample_242_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1613.118
1n8zOut_sample_453_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1617.976
1n8zOut_sample_325_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1456.073
1n8zOut_sample_422_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1579.771
1n8zOut_sample_503_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1618.51
1n8zOut_sample_419_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1496.246
1n8zOut_sample_348_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1570.301
1n8zOut_sample_327_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1469.226
1n8zOut_sample_423_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1611.429
1n8zOut_sample_235_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1521.418
1n8zOut_sample_405_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1659.932
1n8zOut_sample_319_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1630.335
1n8zOut_sample_256_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1511.821
1n8zOut_sample_398_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1569.091
1n8zOut_sample_438_abdiffuser_mason_lownoise_0001.pdb,0,H,L,C,1608.23
